uid,memory_key,memory_value,scope,version,last_seen,note
u0332,phone,那个 系统更新（口述）,default,v4,2026-06-06T08:56:00,需人工复查
u0540,output_style,其实 先结论后步骤 <!-- cached -->,long,v4,2026/06/06 08:57:00,仅本次
u0035,emoji_policy,麻烦  默认允许 ENDEND,default,v0,2026/06/06 08:58:00,用户纠正
u0036,emoji_policy,"就是 驱动管理器

<!--done--> @@@",long,v1,2026-06-06 08:59:00,需人工复查
u0447,driver_update_entry,呃 默认允许 😅,default,v2,2026年06月06日 09:00,错误写入，应移除
u0363,driver_update_entry,"啊 禁用
stdout: OK……",default,v0,2026-06-06 09:01:00,需人工复查
u0327,search_scope,[ASR] 仅本地知识库 [draft],knowledge,v4,2026/06/06 09:02:00,错误写入，应移除
u0615,output_style,[ASR]　详细、带数据表格 [draft],knowledge,v2,2026/06/06 09:03:00,需人工复查
u0623,phone,稍等 不超过200字 ENDEND,default,v0,2026-06-06 09:04:00,用户纠正
u0585,email,嗯 先结论后步骤 [draft],long,v2,2026-06-06T09:05:00+08:00,用户纠正
u0155,search_scope,嗯 先给结论，再给步骤（口述）,short,v0,2026/06/06 09:06:00,旧偏好
u0288,email,呃 纯文本 [draft],long,v4,2026年06月06日 09:07,需人工复查
u0467,output_style,那个 纯文本 ～,knowledge,v3,2026-06-06T09:08:00,仅本次
u0756,emoji_policy,"麻烦　禁用
cache=false……",short,v3,2026/06/06 09:09:00,需人工复查
u0738,email,然后然后 只给步骤 [draft],short,v0,2026-06-06T09:10:00,需人工复查
u0266,output_style, 简洁、少废话 [draft],long,v4,2026/06/06 09:11:00,错误写入，应移除
u0154,email,"然后然后　<<<< 仅本地知识库 >>>>

<!--done--> ～",knowledge,v1,2026-06-06 09:12:00,需人工复查
u0341,search_scope,麻烦 只给步骤 <!-- cached -->,knowledge,v1,2026年06月06日 09:13,用户纠正
u0341,email,嗯 先结论后步骤,knowledge,v0,2026-06-06T09:14:00,用户纠正
u0162,privacy_policy,[ASR] 短句回复,short,v2,2026-06-06T09:15:00+08:00,需人工复查
u0615,phone,就是 不超过200字 [draft],knowledge,v5,2026/06/06 09:16:00,仅本次
u0767,answer_style,help: 只给步骤！！！,long,v3,2026年06月06日 09:17,需人工复查
u0169,meeting_minutes_format,呃 仅本地知识库（口述）,default,v3,2026/06/06 09:18,仅本次
u0151,emoji_policy,我想想  禁用 @@@,knowledge,v3,2026年06月06日 09:19,需人工复查
u0009,driver_update_entry,稍等 纯文本,short,v0,2026/06/06 09:20,旧偏好
u0006,phone,[ASR] 详细、带数据表格 <!-- cached -->,knowledge,v4,2026-06-06T09:21:00+08:00,仅本次
u0367,privacy_policy,其实 先结论后步骤 [draft],short,v1,2026/06/06 09:22:00,旧偏好
u0504,answer_style,稍等 祥细、带数据表格 #todo,long,v3,2026-06-06T09:23:00+08:00,仅本次
u0696,meeting_minutes_format,嗯 奇麟系统/驱动 #todo,default,v4,2026-06-06 09:24:00,仅本次
u0213,search_scope,麻烦 默认允许（口述）,short,v3,2026年06月06日 09:25,需人工复查
u0761,emoji_policy,啊 13900001111（口述）,default,v3,2026年06月06日 09:26,旧偏好
u0047,output_style,麻烦 纯文本 ～,short,v1,2026/06/06 09:27,错误写入，应移除
u0319,meeting_minutes_format,"麻烦 <p>仅本地知识库</p>

<!--done-->！！！",knowledge,v4,2026/06/06 09:28:00,需人工复查
u0775,email,然后然后 纯文本（口述）,default,v2,2026-06-06T09:29:00+08:00,需人工复查
u0040,output_style,嗯 办公软件/模板,knowledge,v1,2026/06/06 09:30,错误写入，应移除
u0019,meeting_minutes_format,[ASR] 先结论后步骤 邮箱 user763@example.com @@@,short,v2,2026年06月06日 09:31,仅本次
u0204,email,其实 不超过200字（口述）,default,v3,2026年06月06日 09:32,仅本次
u0153,answer_style,嗯  user@example.com [draft],knowledge,v1,2026-06-06T09:33:00,用户纠正
u0101,phone,呃 <<<< 详细、带数据表格 >>>> <!-- cached -->,knowledge,v4,2026-06-06T09:34:00+08:00,旧偏好
u0280,answer_style,麻烦 祥细解释每一步原因 #todo,knowledge,v4,2026-06-06T09:35:00+08:00,需人工复查
u0361,search_scope,嗯 user@example.com @@@,long,v4,2026-06-06T09:36:00,需人工复查
u0155,email,就是 13900001111 ～,default,v2,2026-06-06 09:37:00,错误写入，应移除
u0751,meeting_minutes_format,然后然后 13900001111 电话 13812345678 [draft],long,v3,2026/06/06 09:38:00,旧偏好
u0305,output_style,其实 详细、带数据表格 😅,default,v1,2026-06-06T09:39:00,旧偏好
u0170,emoji_policy,help: 禁用 <!-- cached -->,short,v3,2026/06/06 09:40:00,旧偏好
u0427,driver_update_entry,嗯 **短句回复** @@@,short,v1,2026/06/06 09:41,仅本次
u0359,search_scope,我想想　麒麟系统/驱动 ～,long,v4,2026-06-06T09:42:00+08:00,错误写入，应移除
u0716,email,help: <p>禁用</p>（口述）,long,v4,2026-06-06T09:43:00,仅本次
u0787,email,help: 办公软件/模板……,knowledge,v4,2026-06-06 09:44:00,用户纠正
u0663,email,麻烦 bullet 列表 @@@,knowledge,v3,2026/06/06 09:45:00,旧偏好
u0116,meeting_minutes_format,呃 麒麟系统/驱动,default,v4,2026年06月06日 09:46,需人工复查
u0632,email,其实 简洁、少废话,short,v5,2026-06-06T09:47:00,错误写入，应移除
u0695,phone,那个  【13900001111】 😅,knowledge,v1,2026-06-06 09:48:00,需人工复查
u0683,email, 先给结论，再给步骤 ～,default,v0,2026/06/06 09:49,用户纠正
u0575,phone,然后然后 ```麒麟系统/驱动``` ENDEND,long,v3,2026-06-06T09:50:00+08:00,用户纠正
u0138,emoji_policy,"嗯 13900001111
stdout: OK ENDEND",short,v3,2026-06-06 09:51:00,用户纠正
u0747,emoji_policy,[ASR] 允许少量 emoji #todo,knowledge,v1,2026-06-06T09:52:00,旧偏好
u0505,emoji_policy,嗯  仅本地知识库 ENDEND,long,v3,2026年06月06日 09:53,旧偏好
u0157,privacy_policy,我想想 禁用 <!-- cached -->,knowledge,v3,2026/06/06 09:54,旧偏好
u0638,email,[ASR] 三段式：背景、决定、待办（口述）,knowledge,v1,2026-06-06T09:55:00,需人工复查
u0529,phone,[ASR] **先给结论，再给步骤** @@@,default,v3,2026-06-06T09:56:00+08:00,需人工复查
u0149,privacy_policy,然后然后 bullet 列表……,short,v5,2026-06-06T09:57:00+08:00,需人工复查
u0778,emoji_policy,　允许少量 emoji（口述）,default,v2,2026/06/06 09:58:00,旧偏好
u0666,privacy_policy,[ASR] 【默认允许】 <!-- cached -->,knowledge,v1,2026年06月06日 09:59,错误写入，应移除
u0570,output_style,麻烦 办公软件/模板（口述）,short,v3,2026-06-06T10:00:00+08:00,仅本次
u0302,driver_update_entry,稍等 <<<< 默认允许 >>>> @@@,knowledge,v0,2026-06-06T10:01:00,旧偏好
u0789,meeting_minutes_format, 麒麟系统/驱动 😅,long,v2,,需人工复查
u0371,answer_style,我想想 敏感信息只用于本轮工具调用 @@@,knowledge,v5,2026-06-06 10:03:00,需人工复查
u0351,driver_update_entry,"稍等 允许少量 emoji
cache=false！！！",knowledge,v0,2026/06/06 10:04:00,仅本次
u0702,output_style,然后然后  不保存测试手机号 [draft],long,v0,2026/06/06 10:05:00,错误写入，应移除
u0483,driver_update_entry,我想想 祥细解释每一步原因 ～,knowledge,v4,2026年06月06日 10:06,需人工复查
u0186,driver_update_entry,就是 **驱动管理器** ENDEND,short,v0,2026-06-06T10:07:00+08:00,旧偏好
u0128,driver_update_entry,呃 简洁、少废话！！！,short,v1,2026-06-06 10:08:00,需人工复查
u0152,driver_update_entry,那个 13900001111 邮箱 user951@example.com #todo,knowledge,v4,2026-06-06 10:09:00,旧偏好
u0245,meeting_minutes_format,稍等　user@example.com,knowledge,v5,2026-06-06T10:10:00+08:00,错误写入，应移除
u0303,output_style,嗯 不超过200字 @@@,long,v2,2026-06-06T10:11:00,需人工复查
u0622,email,啊 <p>user@example.com</p> <!-- cached -->,long,v2,2026年06月06日 10:12,用户纠正
u0576,phone,其实  办公软件/模板,short,v4,2026-06-06T10:13:00,用户纠正
u0243,answer_style,麻烦 祥细解释每一步原因（口述）,knowledge,v0,2026-06-06T10:14:00,仅本次
u0048,driver_update_entry,[ASR] 其麟系统/驱动 ～,long,v0,,错误写入，应移除
u0585,emoji_policy,麻烦 纯文本 #todo,default,v2,2026-06-06 10:16:00,旧偏好
u0141,meeting_minutes_format,那个 bullet 列表 #todo,knowledge,v3,2026-06-06T10:17:00+08:00,需人工复查
u0055,answer_style,help: 先结论后步骤 ～,default,v0,2026-06-06T10:18:00,旧偏好
u0448,phone,嗯　纯文本,default,v5,2026年06月06日 10:19,仅本次
u0510,search_scope,呃 ```先结论后步骤``` 😅,short,v2,2026年06月06日 10:20,错误写入，应移除
u0324,driver_update_entry,就是 简洁、少废话 #todo,knowledge,v4,2026-06-06 10:21:00,需人工复查
u0649,output_style,[ASR] 短句回复 [draft],short,v2,2026/06/06 10:22,仅本次
u0166,search_scope,然后然后 办公软件/模板……,long,v0,2026-06-06T10:23:00,仅本次
u0062,output_style,就是 只给步骤 ENDEND,long,v3,2026-06-06T10:24:00,需人工复查
u0145,driver_update_entry,"其实 仅本地知识库
cache=false @@@",default,v0,2026/06/06 10:25,旧偏好
u0147,privacy_policy,help:　系统更新 @@@,short,v0,2026/06/06 10:26,用户纠正
u0537,emoji_policy,然后然后 三段式：背景、决定、待办 😅,short,v4,2026/06/06 10:27,仅本次
u0542,email,稍等 敏感信息只用于本轮工具调用 ENDEND,default,v4,2026-06-06T10:28:00+08:00,用户纠正
u0243,email,呃 禁用！！！,long,v3,2026-06-06T10:29:00,仅本次
u0659,emoji_policy,[ASR] <<<< 短句回复 >>>> ENDEND,default,v5,2026-06-06T10:30:00+08:00,旧偏好
u0587,phone,[ASR]  办公软件/模板,long,v4,2026-06-06 10:31:00,需人工复查
u0765,driver_update_entry,其实 只给步骤（口述）,long,v5,2026-06-06T10:32:00,用户纠正
u0577,phone,其实 只给步骤 ～,knowledge,v4,2026-06-06 10:33:00,需人工复查
u0661,phone,[ASR] 祥细、带数据表格……,knowledge,v3,2026年06月06日 10:34,旧偏好
u0532,driver_update_entry,稍等 user@example.com！！！,long,v0,2026年06月06日 10:35,错误写入，应移除
u0348,driver_update_entry,[ASR]  默认允许,knowledge,v0,2026-06-06T10:36:00+08:00,仅本次
u0452,output_style,其实 user@example.com,short,v5,2026/06/06 10:37,需人工复查
u0298,privacy_policy,那个 祥细、带数据表格 😅,long,v1,2026-06-06T10:38:00,用户纠正
u0684,email,[ASR] 不超过200字 [draft],default,v4,2026/06/06 10:39,仅本次
u0217,search_scope,"啊  短句回复

<!--done--> [draft]",knowledge,v5,2026年06月06日 10:40,用户纠正
u0410,phone, 详细解释每一步原因 邮箱 user989@example.com 😅,default,v3,2026-06-06T10:41:00+08:00,错误写入，应移除
u0241,driver_update_entry,其实 只给步骤 [draft],knowledge,v5,2026-06-06T10:42:00+08:00,错误写入，应移除
u0080,phone,[ASR]　禁用……,default,v5,2026年06月06日 10:43,旧偏好
u0628,answer_style,稍等 先结论后步骤 @@@,long,v2,2026-06-06 10:44:00,用户纠正
u0465,emoji_policy,嗯 简洁、少废话……,default,v5,2026/06/06 10:45,用户纠正
u0112,answer_style,稍等 【先给结论，再给步骤】 @@@,knowledge,v4,2026年06月06日 10:46,仅本次
u0201,driver_update_entry,[ASR]　祥细、带数据表格,default,v1,2026/06/06 10:47,错误写入，应移除
u0422,privacy_policy,那个 13900001111！！！,default,v0,2026-06-06T10:48:00+08:00,需人工复查
u0736,privacy_policy,呃 禁用 @@@,short,v5,2026/06/06 10:49,仅本次
u0472,meeting_minutes_format,我想想 禁用（口述）,long,v0,2026-06-06T10:50:00+08:00,用户纠正
u0086,emoji_policy,"呃 不保存测试手机号
stdout: OK ENDEND",default,v4,2026年06月06日 10:51,需人工复查
u0129,answer_style, 办公软件/模板 [draft],long,v4,2026/06/06 10:52:00,旧偏好
u0345,driver_update_entry,呃 简洁、少废话（口述）,short,v0,2026-06-06T10:53:00+08:00,旧偏好
u0639,search_scope,然后然后 驱动管理器……,default,v1,2026年06月06日 10:54,仅本次
u0390,search_scope,其实 不超过200字 [draft],short,v1,2026-06-06T10:55:00+08:00,仅本次
u0540,emoji_policy,其实 不超过200字 <!-- cached -->,knowledge,v3,2026/06/06 10:56,仅本次
u0727,email,我想想　办公软件/模板 ～,default,v4,2026/06/06 10:57,用户纠正
u0666,meeting_minutes_format,嗯　不保存测试手机号 #todo,long,v4,2026-06-06 10:58:00,旧偏好
u0693,phone,那个 祥细、带数据表格！！！,long,v0,2026/06/06 10:59,需人工复查
u0161,emoji_policy, 先给结论，再给步骤 [draft],short,v3,2026/06/06 11:00,旧偏好
u0074,meeting_minutes_format,呃 办公软件/模板 ENDEND,short,v5,2026年06月06日 11:01,旧偏好
u0465,search_scope,然后然后 系统更新（口述）,default,v5,2026/06/06 11:02:00,需人工复查
u0224,driver_update_entry,我想想 办公软件/模板 😅,long,v2,2026-06-06T11:03:00,需人工复查
u0382,email,"呃  奇麟系统/驱动
cache=false（口述）",knowledge,v4,2026-06-06T11:04:00,需人工复查
u0683,driver_update_entry,help: 禁用 [draft],long,v1,2026-06-06 11:05:00,需人工复查
u0043,driver_update_entry,麻烦 系统更新（口述）,knowledge,v1,2026/06/06 11:06,用户纠正
u0155,output_style,"麻烦 默认允许
cache=false 😅",short,v5,2026-06-06T11:07:00,旧偏好
u0076,answer_style,然后然后 <<<< user@example.com >>>> 😅,short,v1,2026-06-06 11:08:00,需人工复查
u0195,phone,"help: 纯文本

<!--done-->（口述）",short,v0,2026/06/06 11:09:00,错误写入，应移除
u0731,privacy_policy,我想想 bullet 列表 ENDEND,knowledge,v0,2026-06-06T11:10:00+08:00,需人工复查
u0202,phone,[ASR] 敏感信息只用于本轮工具调用 ENDEND,short,v3,2026/06/06 11:11,用户纠正
u0600,search_scope, 详细、带数据表格 <!-- cached -->,default,v2,2026-06-06 11:12:00,用户纠正
u0776,phone,"麻烦 敏感信息只用于本轮工具调用

<!--done-->！！！",long,v4,2026/06/06 11:13,需人工复查
u0142,search_scope,稍等 只给步骤,long,v5,2026-06-06 11:14:00,用户纠正
u0421,emoji_policy,就是 【禁用】 😅,short,v1,2026/06/06 11:15,旧偏好
u0406,emoji_policy,我想想 先结论后步骤 <!-- cached -->,long,v4,2026-06-06T11:16:00+08:00,用户纠正
u0797,email,然后然后 敏感信息只用于本轮工具调用 #todo,long,v5,2026-06-06 11:17:00,旧偏好
u0030,driver_update_entry,那个 <<<< 纯文本 >>>>！！！,short,v4,2026-06-06T11:18:00,错误写入，应移除
u0083,privacy_policy,啊 麒麟系统/驱动 <!-- cached -->,default,v1,2026/06/06 11:19:00,需人工复查
u0700,privacy_policy,然后然后 详细解释每一步原因！！！,default,v3,2026/06/06 11:20:00,需人工复查
u0263,answer_style,就是 13900001111 ENDEND,default,v2,2026年06月06日 11:21,仅本次
u0203,email,其实 简洁、少废话……,default,v2,2026-06-06T11:22:00+08:00,需人工复查
u0665,phone,那个 驱动管理器 😅,short,v3,2026/06/06 11:23,旧偏好
u0588,search_scope,嗯 禁用 😅,long,v4,2026-06-06T11:24:00,仅本次
u0791,driver_update_entry,稍等 ```不保存测试手机号``` ～,long,v3,2026年06月06日 11:25,旧偏好
u0389,answer_style, <p>短句回复</p> 😅,knowledge,v3,2026/06/06 11:26,仅本次
u0370,driver_update_entry,呃 仅本地知只库……,default,v0,2026-06-06T11:27:00,仅本次
u0310,search_scope,麻烦 系统更新 😅,knowledge,v4,2026-06-06T11:28:00+08:00,仅本次
u0196,output_style,然后然后　**不超过200字**……,short,v2,2026年06月06日 11:29,仅本次
u0025,output_style,嗯  【详细、带数据表格】 ～,short,v1,2026-06-06T11:30:00+08:00,仅本次
u0690,output_style,help:  只给步骤 😅,long,v4,2026/06/06 11:31,错误写入，应移除
u0088,output_style,嗯　bullet 列表 #todo,long,v0,2026/06/06 11:32:00,旧偏好
u0190,privacy_policy,嗯 祥细解释每一步原因 😅,long,v2,2026-06-06T11:33:00,需人工复查
u0667,driver_update_entry,呃　驱动管理器 [draft],default,v4,2026-06-06 11:34:00,错误写入，应移除
u0500,driver_update_entry,[ASR] 办公软件/模板 ENDEND,short,v0,2026-06-06T11:35:00,用户纠正
u0594,search_scope,呃 短句回复 <!-- cached -->,short,v2,2026-06-06 11:36:00,仅本次
u0286,meeting_minutes_format,[ASR] 默认允许 #todo,default,v3,2026/06/06 11:37,错误写入，应移除
u0460,phone,就是  祥细、带数据表格……,long,v5,2026/06/06 11:38,仅本次
u0211,phone,[ASR] 麒麟系统/驱动 😅,long,v3,2026-06-06T11:39:00+08:00,需人工复查
u0692,emoji_policy,嗯 详细、带数据表格 ENDEND,long,v3,2026/06/06 11:40,用户纠正
u0633,driver_update_entry,就是  详细解释每一步原因,long,v0,2026-06-06T11:41:00+08:00,仅本次
u0793,output_style, 系统更新,default,v4,2026-06-06 11:42:00,用户纠正
u0715,phone,稍等 系统更新 ENDEND,default,v4,2026/06/06 11:43,错误写入，应移除
u0256,phone,其实 敏感信息只用于本轮工具调用……,knowledge,v0,2026年06月06日 11:44,用户纠正
u0608,driver_update_entry,呃　user@example.com！！！,knowledge,v5,2026-06-06T11:45:00,旧偏好
u0300,meeting_minutes_format,就是　先给结论，再给步骤……,short,v5,2026-06-06T11:46:00,仅本次
u0555,meeting_minutes_format,啊 仅本地知只库 😅,knowledge,v2,2026/06/06 11:47:00,需人工复查
u0211,meeting_minutes_format,嗯 先结论后步骤 ENDEND,long,v4,2026/06/06 11:48:00,仅本次
u0639,output_style,"麻烦  短句回复
cache=false ～",knowledge,v4,2026-06-06T11:49:00+08:00,旧偏好
u0764,emoji_policy,麻烦 驱动管理器 [draft],long,v1,2026/06/06 11:50,仅本次
u0220,email,[ASR]  只给步骤 ENDEND,knowledge,v1,2026-06-06 11:51:00,仅本次
u0776,search_scope,那个 先结论后步骤（口述）,knowledge,v1,2026-06-06 11:52:00,旧偏好
u0203,meeting_minutes_format,稍等 三段式：背景、决定、待办 ENDEND,knowledge,v0,2026-06-06T11:53:00,需人工复查
u0044,answer_style, 只给步骤……,long,v1,2026/06/06 11:54:00,用户纠正
u0343,output_style,我想想 先结论后步骤 😅,default,v2,2026年06月06日 11:55,需人工复查
u0236,meeting_minutes_format,嗯 禁用 [draft],default,v3,2026-06-06T11:56:00+08:00,用户纠正
u0400,answer_style,麻烦 13900001111 #todo,default,v2,2026-06-06 11:57:00,错误写入，应移除
u0490,privacy_policy, 系统更新（口述）,knowledge,v0,2026年06月06日 11:58,需人工复查
u0010,phone,稍等 【系统更新】 😅,short,v3,2026/06/06 11:59,需人工复查
u0369,driver_update_entry,嗯 系统更新（口述）,long,v4,2026/06/06 12:00,需人工复查
u0268,answer_style,help: 允许少量 emoji ～,short,v5,2026年06月06日 12:01,错误写入，应移除
u0309,driver_update_entry,麻烦 三段式：背景、决定、待办 [draft],default,v2,2026年06月06日 12:02,需人工复查
u0639,phone,就是 13900001111 ENDEND,short,v0,2026-06-06T12:03:00+08:00,旧偏好
u0665,meeting_minutes_format,麻烦　办公软件/模板（口述）,default,v1,2026年06月06日 12:04,需人工复查
u0201,answer_style,就是  系统更新,short,v2,2026-06-06 12:05:00,错误写入，应移除
u0013,privacy_policy,[ASR] 详细解释每一步原因 @@@,short,v3,2026-06-06T12:06:00,需人工复查
u0171,meeting_minutes_format,那个 ```不保存测试手机号``` <!-- cached -->,default,v2,2026/06/06 12:07,错误写入，应移除
u0021,phone,然后然后 仅本地知识库……,long,v1,2026/06/06 12:08,错误写入，应移除
u0308,output_style,稍等  不保存测试手机号 ENDEND,short,v5,2026/06/06 12:09,用户纠正
u0712,privacy_policy,help: 祥细解释每一步原因 ENDEND,knowledge,v0,2026-06-06 12:10:00,旧偏好
u0460,driver_update_entry,[ASR] 麒麟系统/驱动 <!-- cached -->,default,v0,2026-06-06 12:11:00,仅本次
u0563,answer_style,那个　短句回复 [draft],knowledge,v5,2026/06/06 12:12:00,需人工复查
u0153,emoji_policy,其实 系统更新（口述）,long,v0,2026-06-06T12:13:00,用户纠正
u0315,email,help: 禁用 [draft],knowledge,v4,2026-06-06 12:14:00,错误写入，应移除
u0279,email,那个 先结论后步骤 ～,short,v0,2026-06-06T12:15:00,用户纠正
u0167,meeting_minutes_format,  允许少量 emoji……,long,v0,2026/06/06 12:16:00,错误写入，应移除
u0604,privacy_policy, 【仅本地知识库】 ENDEND,short,v3,2026年06月06日 12:17,旧偏好
u0768,driver_update_entry,那个 禁用（口述）,long,v3,2026/06/06 12:18,错误写入，应移除
u0777,output_style,help: 详细解释每一步原因！！！,short,v1,2026/06/06 12:19:00,仅本次
u0303,search_scope,那个 ```三段式：背景、决定、待办```,long,v3,2026-06-06 12:20:00,仅本次
u0069,privacy_policy,　【系统更新】 [draft],default,v3,2026-06-06 12:21:00,仅本次
u0233,output_style,help: 详细、带数据表格 @@@,long,v1,2026/06/06 12:22:00,错误写入，应移除
u0279,phone,其实 详细解释每一步原因！！！,default,v3,2026-06-06 12:23:00,仅本次
u0231,emoji_policy, **麒麟系统/驱动** [draft],long,v2,2026年06月06日 12:24,错误写入，应移除
u0469,emoji_policy,"[ASR]  纯文本

<!--done-->",knowledge,v0,2026年06月06日 12:25,旧偏好
u0252,phone,就是 麒麟系统/驱动……,short,v0,2026-06-06T12:26:00+08:00,错误写入，应移除
u0360,privacy_policy,麻烦 办公软件/模板（口述）,short,v2,2026/06/06 12:27,错误写入，应移除
u0622,output_style,  ```简洁、少废话``` <!-- cached -->,default,v5,2026/06/06 12:28,需人工复查
u0705,privacy_policy,其实　```不保存测试手机号``` #todo,default,v0,2026-06-06 12:29:00,旧偏好
u0631,answer_style,呃　先结论后步骤 #todo,long,v5,2026年06月06日 12:30,用户纠正
u0728,meeting_minutes_format,稍等 办公软件/模板……,long,v4,2026-06-06T12:31:00+08:00,仅本次
u0541,meeting_minutes_format,help:　详细、带数据表格 [draft],knowledge,v3,2026年06月06日 12:32,仅本次
u0096,phone,啊 不保存测试手机号 ENDEND,default,v2,2026-06-06 12:33:00,错误写入，应移除
u0146,meeting_minutes_format,就是  允许少量	emoji……,short,v0,2026/06/06 12:34:00,仅本次
u0765,answer_style,啊 纯文本（口述）,long,v4,2026年06月06日 12:35,错误写入，应移除
u0376,driver_update_entry,那个 默认允许 ～,short,v1,2026-06-06 12:36:00,需人工复查
u0204,driver_update_entry,那个  麒麟系统/驱动 <!-- cached -->,short,v0,2026/06/06 12:37:00,错误写入，应移除
u0371,emoji_policy,嗯 不保存测试手机号……,short,v1,2026-06-06 12:38:00,错误写入，应移除
u0783,emoji_policy,稍等　<<<< 先给结论，再给步骤 >>>>……,knowledge,v3,2026-06-06T12:39:00+08:00,旧偏好
u0485,phone,help:　系统更新 @@@,short,v2,2026-06-06T12:40:00+08:00,用户纠正
u0407,phone,其实 详细解释每一步原因 😅,long,v4,2026-06-06 12:41:00,旧偏好
u0247,answer_style,那个 13900001111……,short,v2,2026-06-06T12:42:00,错误写入，应移除
u0376,privacy_policy,嗯　麒麟系统/驱动 😅,knowledge,v4,2026-06-06 12:43:00,需人工复查
u0501,phone,help: user@example.com @@@,short,v1,2026/06/06 12:44:00,需人工复查
u0777,output_style,[ASR] 短句回复 [draft],knowledge,v4,2026/06/06 12:45,错误写入，应移除
u0475,privacy_policy,就是 <<<< 驱动管理器 >>>> #todo,knowledge,v4,2026-06-06T12:46:00,需人工复查
u0694,phone,"我想想 13900001111
stdout: OK #todo",short,v4,2026/06/06 12:47:00,旧偏好
u0148,email,[ASR] 先结论后步骤……,long,v2,2026年06月06日 12:48,错误写入，应移除
u0658,driver_update_entry,麻烦 ```敏感信息只用于本轮工具调用``` <!-- cached -->,knowledge,v5,2026/06/06 12:49:00,仅本次
u0118,output_style,就是 **默认允许** ～,knowledge,v0,2026-06-06 12:50:00,仅本次
u0048,output_style, 办公软件/模板 ENDEND,knowledge,v1,2026年06月06日 12:51,用户纠正
u0238,driver_update_entry,我想想 默认允许 ～,knowledge,v2,2026-06-06T12:52:00,错误写入，应移除
u0339,phone,help: 仅本地知识库 @@@,short,v2,2026-06-06T12:53:00+08:00,错误写入，应移除
u0003,email, user@example.com [draft],long,v1,2026年06月06日 12:54,错误写入，应移除
u0239,email,然后然后 只给步骤 @@@,default,v0,2026-06-06T12:55:00+08:00,需人工复查
u0416,emoji_policy,麻烦 【系统更新】 @@@,long,v2,2026/06/06 12:56,仅本次
u0177,privacy_policy,其实  仅本地知识库 @@@,knowledge,v2,2026/06/06 12:57,错误写入，应移除
u0774,phone,麻烦 麒麟系统/驱动 😅,long,v5,2026/06/06 12:58,错误写入，应移除
u0509,phone,"那个 三段式：背景、决定、待办
stdout: OK @@@",long,v3,2026-06-06T12:59:00+08:00,用户纠正
u0435,output_style,稍等 不保存测试手机号 [draft],short,v5,2026年06月06日 13:00,仅本次
u0060,answer_style,啊 敏感信息只用于本轮工具调用 电话 13812345678 [draft],short,v5,2026/06/06 13:01,旧偏好
u0523,meeting_minutes_format,我想想 user@example.com（口述）,long,v5,2026年06月06日 13:02,仅本次
u0692,meeting_minutes_format,"啊 ```先结论后步骤```

<!--done--> [draft]",long,v1,2026-06-06T13:03:00+08:00,错误写入，应移除
u0471,driver_update_entry,我想想 先结论后步骤……,default,v5,2026/06/06 13:04:00,用户纠正
u0798,driver_update_entry,help:　先给结论，再给步骤 😅,default,v4,2026/06/06 13:05,旧偏好
u0279,emoji_policy,就是 办公软件/模板 ENDEND,long,v4,2026/06/06 13:06:00,需人工复查
u0690,answer_style,呃 不保存测试手机号 😅,long,v1,2026/06/06 13:07:00,仅本次
u0254,meeting_minutes_format,嗯  先结论后步骤 @@@,default,v4,2026-06-06T13:08:00+08:00,需人工复查
u0749,email,[ASR]  user@example.com [draft],short,v4,2026-06-06T13:09:00,旧偏好
u0253,output_style,就是 【允许少量 emoji】 邮箱 user17@example.com #todo,short,v3,,错误写入，应移除
u0477,driver_update_entry,[ASR] 麒麟系统/驱动 <!-- cached -->,long,v2,2026/06/06 13:11:00,错误写入，应移除
u0136,email,[ASR] 短句回复 😅,knowledge,v4,2026年06月06日 13:12,错误写入，应移除
u0430,emoji_policy,嗯 系统更新,short,v1,2026/06/06 13:13:00,仅本次
u0694,privacy_policy,啊　敏感信息只用于本轮工具调用 #todo,default,v1,2026-06-06 13:14:00,用户纠正
u0179,answer_style,help:  不保存测试手机号……,knowledge,v2,2026-06-06T13:15:00+08:00,错误写入，应移除
u0539,driver_update_entry,稍等  禁用 #todo,knowledge,v2,2026-06-06 13:16:00,旧偏好
u0510,email,我想想 祥细、带数据表格 #todo,knowledge,v0,2026/06/06 13:17:00,旧偏好
u0417,phone,那个 系统更新（口述）,short,v3,2026-06-06 13:18:00,仅本次
u0483,meeting_minutes_format," 13900001111
stdout: OK 😅",knowledge,v1,2026/06/06 13:19:00,错误写入，应移除
u0733,output_style,"啊 user@example.com
stdout: OK 😅",short,v5,2026-06-06 13:20:00,需人工复查
u0561,search_scope,help: user@example.com 😅,default,v3,2026/06/06 13:21:00,错误写入，应移除
u0698,phone,嗯 不保存测试手机号,long,v0,2026/06/06 13:22:00,仅本次
u0785,meeting_minutes_format,那个 先给结论，再给步骤 [draft],knowledge,v5,2026年06月06日 13:23,用户纠正
u0677,privacy_policy,其实  <<<<	驱动管理器	>>>> <!-- cached -->,short,v3,2026/06/06 13:24,仅本次
u0744,search_scope,啊 允许少量　emoji <!-- cached -->,default,v1,2026-06-06 13:25:00,需人工复查
u0025,email,然后然后 只给步骤 #todo,default,v5,2026年06月06日 13:26,仅本次
u0577,emoji_policy,就是  user@example.com ～,default,v5,2026-06-06 13:27:00,错误写入，应移除
