pref_id,uid,pref_key,pref_value,version,note
P-D04-01250,u0704,emoji_policy,我想想 默认允许 @@@,v3,用户纠正
P-D04-01251,u0133,output_style,[ASR] 详细、带数据表格,v3,用户明确表达
P-D04-01252,u0737,meeting_minutes_format,嗯 不超过200字 #todo,v3,重复记录
P-D04-01253,u0307,search_scope,呃　仅本地知识库……,v4,重复记录
P-D04-01254,u0126,emoji_policy,help: 纯文本 ～,v3,重复记录
P-D04-01255,u0742,meeting_minutes_format,稍等 不超过200字！！！,v1,管理员导入旧偏好
P-D04-01256,u0406,meeting_minutes_format,help:　三段式：背景、决定、待办 ENDEND,v2,重复记录
P-D04-01257,u0203,emoji_policy, **默认允许** <!-- cached -->,v1,重复记录
P-D04-01258,u0260,answer_style,稍等 短句回复（口述）,v2,用户纠正
P-D04-01259,u0273,emoji_policy,然后然后 允许少量 emoji……,v0,仅本次例外
P-D04-01260,u0528,meeting_minutes_format,就是 bullet 列表 @@@,v3,重复记录
P-D04-01261,u0075,privacy_policy,呃 敏感信息只用于本轮工具调用……,v4,重复记录
P-D04-01262,u0190,answer_style, 详细解释每一步原因 😅,v3,管理员导入旧偏好
P-D04-01263,u0327,emoji_policy,稍等 允许少量 emoji #todo,v0,仅本次例外
P-D04-01264,u0240,emoji_policy,"啊 默认允许

<!--done--> 😅",v3,管理员导入旧偏好
P-D04-01265,u0554,meeting_minutes_format, bullet 列表,v3,用户明确表达
P-D04-01266,u0153,answer_style,那个 先给结论，再给步骤 #todo,v2,管理员导入旧偏好
P-D04-01267,u0481,answer_style,呃 短句回复（口述）,v4,管理员导入旧偏好
P-D04-01268,u0232,search_scope,稍等 麒麟系统/驱动 @@@,v2,仅本次例外
P-D04-01269,u0684,search_scope,"稍等  麒麟系統系统/驱动
stdout: OK @@@",v1,用户明确表达
P-D04-01270,u0762,privacy_policy,"嗯 敏感信息只用于本轮工具调用

<!--done--> ～",v0,用户纠正
P-D04-01271,u0480,privacy_policy,麻烦 不保存测试手机号 ENDEND,v2,仅本次例外
P-D04-01272,u0241,search_scope,"啊　【仅本地知识库】
stdout: OK ENDEND",v0,用户明确表达
P-D04-01273,u0051,emoji_policy, 纯文本 [draft],v0,仅本次例外
P-D04-01274,u0446,meeting_minutes_format,我想想 不超过200字 @@@,v0,重复记录
P-D04-01275,u0130,search_scope,其实 办公软件/模板,v3,用户明确表达
P-D04-01276,u0312,answer_style, 先给结论，再给步骤！！！,v1,仅本次例外
P-D04-01277,u0617,emoji_policy,啊 允许少量 emoji [draft],v1,仅本次例外
P-D04-01278,u0048,meeting_minutes_format,  bullet 列表 ～,v0,用户纠正
P-D04-01279,u0054,emoji_policy,麻烦 默认允许 ENDEND,v4,管理员导入旧偏好
P-D04-01280,u0385,output_style,呃 只给步骤 <!-- cached -->,v4,重复记录
P-D04-01281,u0267,answer_style,然后然后 短句回复……,v2,重复记录
P-D04-01282,u0519,answer_style,然后然后 【短句回复】 @@@,v1,用户明确表达
P-D04-01283,u0492,answer_style,呃 短句回复 @@@,v1,用户纠正
P-D04-01284,u0641,emoji_policy,嗯 禁用 <!-- cached -->,v2,重复记录
P-D04-01285,u0483,meeting_minutes_format," bullet 列表

<!--done--> @@@",v2,重复记录
P-D04-01286,u0181,output_style,稍等　简洁、少废话（口述）,v0,用户明确表达
P-D04-01287,u0655,privacy_policy,啊 不保存测试手机号 @@@,v2,重复记录
P-D04-01288,u0795,meeting_minutes_format,啊 不超过200字 #todo,v0,用户明确表达
P-D04-01289,u0783,privacy_policy,稍等 <<<< 不保存测试手机号 >>>>,v4,管理员导入旧偏好
P-D04-01290,u0413,emoji_policy,我想想 <p>纯文本</p>（口述）,v4,用户明确表达
P-D04-01291,u0414,emoji_policy,其实 ```纯文本```（口述）,v4,仅本次例外
P-D04-01292,u0766,meeting_minutes_format,然后然后　bullet 列表 [draft],v0,用户明确表达
P-D04-01293,u0215,output_style,麻烦 祥细、带数据表格！！！,v1,管理员导入旧偏好
P-D04-01294,u0250,emoji_policy,啊 纯文本 😅,v2,管理员导入旧偏好
P-D04-01295,u0130,output_style,其实 先结论后步骤 😅,v2,用户明确表达
P-D04-01296,u0637,emoji_policy,我想想 纯文本 ENDEND,v3,管理员导入旧偏好
P-D04-01297,u0564,search_scope,help: 仅本地知识库 @@@,v2,用户明确表达
P-D04-01298,u0785,emoji_policy,[ASR]　纯文本 #todo,v4,用户纠正
P-D04-01299,u0578,emoji_policy,[ASR] 允许少量 emoji @@@,v4,管理员导入旧偏好
P-D04-01300,u0212,meeting_minutes_format,就是 不超过200字 ENDEND,v3,用户明确表达
P-D04-01301,u0015,emoji_policy,就是 禁用（口述）,v2,用户明确表达
P-D04-01302,u0536,output_style,help: <p>简洁、少废话</p> [draft],v0,仅本次例外
P-D04-01303,u0181,answer_style,稍等 祥细解释每一步原因 [draft],v3,重复记录
P-D04-01304,u0682,output_style,"啊 详细、带数据表格
cache=false <!-- cached -->",v4,仅本次例外
P-D04-01305,u0773,emoji_policy,help: 纯文本 😅,v1,用户明确表达
P-D04-01306,u0460,answer_style,就是 先给结论，再给步骤 ENDEND,v2,用户纠正
P-D04-01307,u0645,meeting_minutes_format,help: 不超过200字 <!-- cached -->,v0,重复记录
P-D04-01308,u0455,privacy_policy," 不保存测试手机号
stdout: OK @@@",v4,用户明确表达
P-D04-01309,u0162,meeting_minutes_format,就是 bullet	列表 <!-- cached -->,v1,用户纠正
P-D04-01310,u0454,emoji_policy,"麻烦 默认允许
stdout: OK @@@",v0,管理员导入旧偏好
P-D04-01311,u0204,meeting_minutes_format,麻烦 不超过200字 😅,v1,用户纠正
P-D04-01312,u0563,emoji_policy,其实　允许少量 emoji @@@,v2,用户明确表达
P-D04-01313,u0190,meeting_minutes_format,"其实 三段式：背景、决定、待办
stdout: OK（口述）",v1,仅本次例外
P-D04-01314,u0063,output_style,那个 <<<< 先结论后步骤 >>>>（口述）,v4,用户纠正
P-D04-01315,u0708,search_scope,我想想 麒麟系统/驱动 ENDEND,v1,仅本次例外
P-D04-01316,u0719,privacy_policy,麻烦 敏感信息只用于本轮工具调用……,v1,重复记录
P-D04-01317,u0319,emoji_policy,然后然后 默认允许,v4,用户纠正
P-D04-01318,u0009,privacy_policy,呃 不保存测试手机号 #todo,v4,用户纠正
P-D04-01319,u0786,emoji_policy, 默认允许 ～,v4,管理员导入旧偏好
P-D04-01320,u0367,emoji_policy, 纯文本 @@@,v1,仅本次例外
P-D04-01321,u0382,emoji_policy,麻烦 禁用 <!-- cached -->,v1,重复记录
P-D04-01322,u0502,answer_style,呃  短句回复 #todo,v4,管理员导入旧偏好
P-D04-01323,u0374,search_scope,"我想想 麒麟系统/驱动

<!--done--> 😅",v1,仅本次例外
P-D04-01324,u0336,meeting_minutes_format,呃 不超过200字 [draft],v4,仅本次例外
P-D04-01325,u0001,privacy_policy,"稍等 不保存测试手机号

<!--done-->！！！",v0,仅本次例外
P-D04-01326,u0334,meeting_minutes_format,然后然后 不超过200字 ENDEND,v0,仅本次例外
P-D04-01327,u0036,privacy_policy," ```不保存测试手机号```

<!--done--> #todo",v3,管理员导入旧偏好
P-D04-01328,u0770,answer_style,呃  <p>祥细解释每一步原因</p> ～,v2,管理员导入旧偏好
P-D04-01329,u0330,answer_style,嗯 短句回复 😅,v2,仅本次例外
P-D04-01330,u0202,search_scope,那个　<p>仅本地知识库</p> [draft],v0,用户纠正
P-D04-01331,u0390,meeting_minutes_format, <p>不超过200字</p> 😅,v4,仅本次例外
P-D04-01332,u0771,output_style,那个　详细、带数据表格 😅,v1,管理员导入旧偏好
P-D04-01333,u0111,output_style,help:　简洁、少废话,v0,用户纠正
P-D04-01334,u0405,privacy_policy,[ASR] 不保存测试手机号,v1,仅本次例外
P-D04-01335,u0737,meeting_minutes_format,其实 bullet 列表……,v4,重复记录
P-D04-01336,u0323,meeting_minutes_format,那个 三段式：背景、决定、待办（口述）,v0,用户纠正
P-D04-01337,u0630,output_style,啊 只给步骤（口述）,v2,管理员导入旧偏好
P-D04-01338,u0694,answer_style,啊 祥细解释每一步原因 @@@,v2,管理员导入旧偏好
P-D04-01339,u0474,search_scope,help: 办公软件/模板 😅,v3,用户纠正
P-D04-01340,u0748,emoji_policy,就是　默认允许 ～,v0,管理员导入旧偏好
P-D04-01341,u0792,answer_style,help: 短句回复 ～,v2,仅本次例外
P-D04-01342,u0761,output_style,然后然后 简洁、少废话 #todo,v0,用户明确表达
P-D04-01343,u0645,answer_style,我想想 **短句回复** [draft],v1,仅本次例外
P-D04-01344,u0723,search_scope, <<<< 办公软件/模板 >>>> [draft],v1,重复记录
P-D04-01345,u0352,meeting_minutes_format,啊 三段式：背景、决定、待办 😅,v3,重复记录
P-D04-01346,u0217,search_scope,啊 麒麟系统/驱动 ～,v4,仅本次例外
P-D04-01347,u0116,search_scope, 办公软件/模板 <!-- cached -->,v0,管理员导入旧偏好
P-D04-01348,u0032,privacy_policy,然后然后 【敏感信息只用于本轮工具调用】 ～,v4,仅本次例外
P-D04-01349,u0406,answer_style,其实 先给结论，再给步骤！！！,v4,用户明确表达
P-D04-01350,u0742,meeting_minutes_format,然后然后 不超过200字,v0,仅本次例外
P-D04-01351,u0723,privacy_policy,我想想 不保存测试手机号！！！,v0,重复记录
P-D04-01352,u0767,answer_style,然后然后 先给结论，再给步骤,v0,用户明确表达
P-D04-01353,u0351,output_style,help: <<<< 详细、带数据表格 >>>> ENDEND,v4,重复记录
P-D04-01354,u0340,answer_style,"嗯 短句回复

<!--done--> #todo",v4,用户纠正
P-D04-01355,u0644,output_style,我想想　只给步骤（口述）,v1,仅本次例外
P-D04-01356,u0565,search_scope,啊 其麟系统/驱动 ～,v2,管理员导入旧偏好
P-D04-01357,u0122,meeting_minutes_format,我想想  bullet 列表 @@@,v4,重复记录
P-D04-01358,u0110,output_style,其实 简洁、少废话 @@@,v3,管理员导入旧偏好
P-D04-01359,u0458,answer_style,我想想 短句回复……,v3,仅本次例外
P-D04-01360,u0363,emoji_policy,稍等 <p>纯文本</p> 😅,v2,管理员导入旧偏好
P-D04-01361,u0532,privacy_policy,嗯  ```敏感信息只用于本轮工具调用```！！！,v3,用户明确表达
P-D04-01362,u0639,answer_style,然后然后 祥细解释每一步原因（口述）,v4,重复记录
P-D04-01363,u0706,output_style,help: **只给步骤**,v3,仅本次例外
P-D04-01364,u0164,meeting_minutes_format,那个 三段式：背景、决定、待办 #todo,v0,管理员导入旧偏好
P-D04-01365,u0075,emoji_policy,"那个 默认允许
cache=false ～",v3,仅本次例外
P-D04-01366,u0057,meeting_minutes_format,[ASR] 不超过200字 #todo,v2,管理员导入旧偏好
P-D04-01367,u0539,meeting_minutes_format,[ASR] 【三段式：背景、决定、待办】……,v4,管理员导入旧偏好
P-D04-01368,u0068,search_scope,help: 办公软件/模板 <!-- cached -->,v1,管理员导入旧偏好
P-D04-01369,u0703,output_style, 先结论后步骤 ENDEND,v2,管理员导入旧偏好
P-D04-01370,u0158,meeting_minutes_format,那个 【不超过200字】 [draft],v0,用户纠正
P-D04-01371,u0601,meeting_minutes_format,然后然后 不超过200字（口述）,v2,用户纠正
P-D04-01372,u0407,meeting_minutes_format,啊  三段式：背景、决定、待办 😅,v1,管理员导入旧偏好
P-D04-01373,u0122,output_style,那个 简洁、少废话 #todo,v3,重复记录
P-D04-01374,u0583,meeting_minutes_format,稍等 三段式：背景、决定、待办（口述）,v2,用户明确表达
P-D04-01375,u0546,privacy_policy,我想想 敏感信息只用于本轮工具调用 [draft],v3,用户纠正
P-D04-01376,u0576,output_style,其实 先结论后步骤 @@@,v2,用户明确表达
P-D04-01377,u0127,search_scope,那个 仅本地知只库 ENDEND,v2,重复记录
P-D04-01378,,output_style,那个  只给步骤 ENDEND,v3,用户明确表达
P-D04-01379,,emoji_policy,然后然后 ```纯文本``` #todo,v2,仅本次例外
P-D04-01380,u0117,meeting_minutes_format,稍等 三段式：背景、决定、待办 @@@,v1,重复记录
P-D04-01381,u0555,privacy_policy,其实 不保存测试手机号 ENDEND,v0,仅本次例外
P-D04-01382,u0179,privacy_policy,我想想 不保存测试手机号 @@@,v0,管理员导入旧偏好
P-D04-01383,u0229,output_style,　只给步骤 ENDEND,v2,用户纠正
P-D04-01384,,output_style,嗯 只给步骤 [draft],v4,仅本次例外
P-D04-01385,u0762,meeting_minutes_format,那个 **三段式：背景、决定、待办** [draft],v3,用户纠正
P-D04-01386,u0247,meeting_minutes_format,我想想 不超过200字！！！,v1,用户纠正
P-D04-01387,u0543,meeting_minutes_format,麻烦 不超过200字 <!-- cached -->,v4,仅本次例外
P-D04-01388,u0112,answer_style,那个 短句回复 <!-- cached -->,v4,管理员导入旧偏好
P-D04-01389,u0257,answer_style,麻烦 短句回复 ENDEND,v4,用户纠正
P-D04-01390,u0154,answer_style,呃　短句回复 <!-- cached -->,v0,管理员导入旧偏好
P-D04-01391,u0774,emoji_policy,麻烦 纯文本 <!-- cached -->,v2,用户纠正
P-D04-01392,u0683,answer_style,麻烦  详细解释每一步原因……,v4,用户明确表达
P-D04-01393,u0237,answer_style,那个 短句回复 <!-- cached -->,v1,仅本次例外
P-D04-01394,u0445,output_style,其实 先结论后步骤,v1,重复记录
P-D04-01395,u0736,meeting_minutes_format,那个 不超过200字……,v2,重复记录
P-D04-01396,u0451,output_style,"我想想  简洁、少废话
stdout: OK #todo",v3,用户纠正
P-D04-01397,u0310,output_style,其实 简洁、少废话……,v4,用户纠正
P-D04-01398,u0448,privacy_policy,那个 不保存测试手机号（口述）,v1,管理员导入旧偏好
P-D04-01399,u0004,privacy_policy,"嗯 不保存测试手机号
stdout: OK……",v0,重复记录
P-D04-01400,u0533,answer_style,稍等  **短句回复** [draft],v1,仅本次例外
P-D04-01401,u0150,privacy_policy,啊 不保存测试手机号 ENDEND,v4,重复记录
P-D04-01402,u0725,privacy_policy,就是  敏感信息只用于本轮工具调用 <!-- cached -->,v2,用户明确表达
P-D04-01403,u0767,privacy_policy, 不保存测试手机号……,v1,用户明确表达
P-D04-01404,u0646,search_scope,"麻烦 麒麟系统/驱动
stdout: OK ENDEND",v0,管理员导入旧偏好
P-D04-01405,u0269,meeting_minutes_format,"其实 三段式：背景、决定、待办
stdout: OK 😅",v3,用户纠正
P-D04-01406,u0621,emoji_policy,稍等 纯文本 @@@,v4,重复记录
P-D04-01407,u0772,answer_style,就是 详细解释每一步原因 <!-- cached -->,v4,用户纠正
P-D04-01408,u0213,emoji_policy,就是 默认允许 <!-- cached -->,v0,用户明确表达
P-D04-01409,u0731,output_style,然后然后　详细、带数据表格 #todo,v3,管理员导入旧偏好
P-D04-01410,u0013,meeting_minutes_format,呃 不超过200字 <!-- cached -->,v4,管理员导入旧偏好
P-D04-01411,u0294,emoji_policy,[ASR]  默认允许 @@@,v3,重复记录
P-D04-01412,u0229,emoji_policy,然后然后　纯文本！！！,v1,用户明确表达
P-D04-01413,u0278,output_style,其实 只给步骤,v2,仅本次例外
P-D04-01414,u0439,answer_style,我想想 短句回复（口述）,v1,用户明确表达
P-D04-01415,u0203,output_style,help: 详细、带数据表格 ENDEND,v2,管理员导入旧偏好
P-D04-01416,u0208,meeting_minutes_format,稍等 三段式：背景、决定、待办,v4,用户纠正
P-D04-01417,u0256,search_scope,help: 仅本地知识库！！！,v2,管理员导入旧偏好
P-D04-01418,u0052,answer_style,稍等 先给结论，再给步骤 [draft],v1,重复记录
P-D04-01419,u0093,meeting_minutes_format,help: bullet 列表（口述）,v1,管理员导入旧偏好
P-D04-01420,u0524,privacy_policy,麻烦 【敏感信息只用于本轮工具调用】 ～,v2,用户纠正
P-D04-01421,u0165,output_style,[ASR]  祥细、带数据表格 😅,v4,用户纠正
P-D04-01422,u0151,answer_style,麻烦 详细解释每一步原因 #todo,v0,用户明确表达
P-D04-01423,u0672,meeting_minutes_format,麻烦 不超过200字 @@@,v0,仅本次例外
P-D04-01424,u0435,emoji_policy,[ASR] 禁用 ～,v2,管理员导入旧偏好
P-D04-01425,u0705,answer_style,然后然后 详细解释每一步原因 ENDEND,v1,用户纠正
P-D04-01426,u0788,search_scope,[ASR] 其麟系统/驱动 @@@,v3,仅本次例外
P-D04-01427,u0292,privacy_policy,麻烦 不保存测试手机号（口述）,v1,仅本次例外
P-D04-01428,u0118,output_style,其实 <p>先结论后步骤</p>,v1,管理员导入旧偏好
P-D04-01429,u0537,answer_style,嗯 短句回复 <!-- cached -->,v1,用户纠正
P-D04-01430,u0047,emoji_policy,就是 默认允许 ENDEND,v0,用户纠正
P-D04-01431,u0728,emoji_policy,help: 【默认允许】……,v0,重复记录
P-D04-01432,u0142,output_style,[ASR] 详细、带数据表格 😅,v4,仅本次例外
P-D04-01433,u0118,output_style,"嗯 只给步骤
stdout: OK <!-- cached -->",v3,管理员导入旧偏好
P-D04-01434,u0583,answer_style,"嗯 先给结论，再给步骤
stdout: OK [draft]",v2,仅本次例外
P-D04-01435,u0356,output_style,其实 先结论后步骤,v4,管理员导入旧偏好
P-D04-01436,u0520,emoji_policy,"呃 纯文本
cache=false <!-- cached -->",v4,仅本次例外
P-D04-01437,u0408,search_scope,嗯 仅本地知识库 [draft],v0,重复记录
P-D04-01438,u0397,search_scope,啊  【办公软件/模板】（口述）,v3,仅本次例外
P-D04-01439,u0727,meeting_minutes_format,"就是  bullet 列表

<!--done-->",v0,用户明确表达
P-D04-01440,u0525,answer_style,我想想　祥细解释每一步原因 @@@,v0,管理员导入旧偏好
P-D04-01441,u0377,output_style,"[ASR] 简洁、少废话
cache=false ENDEND",v2,管理员导入旧偏好
P-D04-01442,u0104,output_style,嗯  简洁、少废话……,v0,重复记录
P-D04-01443,u0448,answer_style,"其实 【短句回复】

<!--done-->",v3,管理员导入旧偏好
P-D04-01444,u0011,meeting_minutes_format,嗯 bullet 列表 @@@,v1,重复记录
P-D04-01445,u0195,meeting_minutes_format,就是  <<<< 不超过200字 >>>>……,v0,重复记录
P-D04-01446,u0030,emoji_policy,嗯　禁用 [draft],v4,管理员导入旧偏好
P-D04-01447,u0620,privacy_policy,其实 敏感信息只用于本轮工具调用 #todo,v3,重复记录
P-D04-01448,u0190,search_scope,啊 仅本地知只库……,v0,用户明确表达
P-D04-01449,u0382,emoji_policy,稍等 纯文本,v3,管理员导入旧偏好
P-D04-01450,u0295,emoji_policy,嗯 允许少量 emoji [draft],v0,重复记录
P-D04-01451,u0243,emoji_policy,啊 <p>禁用</p>！！！,v0,仅本次例外
P-D04-01452,u0338,answer_style, 短句回复 <!-- cached -->,v4,用户纠正
P-D04-01453,u0082,emoji_policy,嗯 禁用,v4,管理员导入旧偏好
P-D04-01454,,answer_style,麻烦  【短句回复】！！！,v3,用户明确表达
P-D04-01455,u0603,privacy_policy,然后然后 不保存测试手机号 ～,v4,重复记录
P-D04-01456,u0237,answer_style,嗯  详细解释每一步原因（口述）,v2,用户纠正
P-D04-01457,u0794,privacy_policy,"那个 不保存测试手机号

<!--done-->",v1,用户纠正
P-D04-01458,,emoji_policy,然后然后 禁用 [draft],v3,重复记录
P-D04-01459,u0157,search_scope,那个 仅本地知识库,v1,管理员导入旧偏好
P-D04-01460,u0179,emoji_policy,"[ASR] 纯文本

<!--done--> [draft]",v0,重复记录
P-D04-01461,u0670,meeting_minutes_format,麻烦 三段式：背景、决定、待办！！！,v1,用户明确表达
P-D04-01462,u0259,answer_style,然后然后 先给结论，再给步骤 😅,v3,用户纠正
P-D04-01463,u0122,emoji_policy, 纯文本 ENDEND,v3,仅本次例外
P-D04-01464,u0478,meeting_minutes_format,"[ASR] 不超过200字
stdout: OK ENDEND",v0,用户明确表达
P-D04-01465,u0398,meeting_minutes_format,那个 不超过200字 #todo,v3,用户明确表达
P-D04-01466,u0190,output_style,那个 【只给步骤】 [draft],v4,用户明确表达
P-D04-01467,u0699,output_style,稍等 详细、带数据表格 @@@,v0,管理员导入旧偏好
P-D04-01468,u0672,answer_style,[ASR] 短句回复 ENDEND,v0,管理员导入旧偏好
P-D04-01469,u0047,search_scope,麻烦 <<<< 麒麟系统/驱动 >>>> ～,v4,管理员导入旧偏好
P-D04-01470,u0637,search_scope,help: 仅本地知只库（口述）,v4,用户明确表达
P-D04-01471,u0356,privacy_policy,嗯 不保存测试手机号 @@@,v2,管理员导入旧偏好
P-D04-01472,u0338,output_style,那个　【简洁、少废话】 @@@,v0,用户明确表达
P-D04-01473,u0065,search_scope,  麒麟系統系统/驱动 #todo,v0,管理员导入旧偏好
P-D04-01474,u0495,search_scope,那个 麒麟系統系统/驱动！！！,v0,用户纠正
P-D04-01475,u0081,meeting_minutes_format,那个 三段式：背景、决定、待办 ENDEND,v1,仅本次例外
P-D04-01476,u0415,answer_style,就是 先给结论，再给步骤,v0,用户明确表达
P-D04-01477,u0765,meeting_minutes_format,呃 不超过200字……,v1,用户纠正
P-D04-01478,u0140,emoji_policy,[ASR] 默认允许,v4,仅本次例外
P-D04-01479,u0344,meeting_minutes_format,麻烦 不超过200字,v4,用户明确表达
P-D04-01480,u0489,meeting_minutes_format,嗯 <<<<	bullet	列表	>>>> [draft],v4,仅本次例外
P-D04-01481,u0611,search_scope,嗯 <p>麒麟系统/驱动</p> @@@,v4,仅本次例外
P-D04-01482,u0712,meeting_minutes_format,麻烦 ```三段式：背景、决定、待办``` <!-- cached -->,v4,管理员导入旧偏好
P-D04-01483,u0294,privacy_policy,就是 不保存测试手机号 #todo,v0,用户纠正
P-D04-01484,u0594,answer_style,其实 短句回复 @@@,v4,仅本次例外
P-D04-01485,u0464,emoji_policy,啊 禁用（口述）,v2,管理员导入旧偏好
P-D04-01486,u0001,search_scope,嗯 仅本地知只库 ～,v3,用户纠正
P-D04-01487,u0629,output_style,我想想 详细、带数据表格 @@@,v1,重复记录
P-D04-01488,u0593,emoji_policy,啊 默认允许 ENDEND,v3,管理员导入旧偏好
P-D04-01489,u0038,emoji_policy,然后然后 默认允许 [draft],v0,用户纠正
P-D04-01490,u0468,output_style,啊　详细、带数据表格 #todo,v1,仅本次例外
P-D04-01491,u0508,answer_style,[ASR] 先给结论，再给步骤 😅,v4,重复记录
P-D04-01492,u0416,emoji_policy,嗯 允许少量 emoji（口述）,v3,重复记录
P-D04-01493,u0030,search_scope,稍等 麒麟系統系统/驱动,v3,管理员导入旧偏好
P-D04-01494,u0158,output_style,那个 简洁、少废话 [draft],v2,用户明确表达
P-D04-01495,u0367,emoji_policy,麻烦  禁用 #todo,v4,仅本次例外
P-D04-01496,u0348,meeting_minutes_format,[ASR] bullet 列表,v0,仅本次例外
P-D04-01497,u0282,meeting_minutes_format,啊 <p>不超过200字</p> [draft],v4,用户纠正
P-D04-01498,u0524,search_scope," 麒麟系统/驱动
stdout: OK @@@",v4,仅本次例外
P-D04-01499,u0133,privacy_policy,　敏感信息只用于本轮工具调用 电话 13688889999 [draft],v4,重复记录
P-D04-01500,u0241,answer_style,呃 短句回复 ～,v3,用户纠正
P-D04-01501,u0710,meeting_minutes_format,  bullet 列表,v2,用户明确表达
P-D04-01502,u0206,search_scope,然后然后 仅本地知识库 @@@,v1,仅本次例外
P-D04-01503,u0700,emoji_policy,呃 允许少量 emoji <!-- cached -->,v4,管理员导入旧偏好
P-D04-01504,u0340,search_scope,其实 <<<< 麒麟系统/驱动 >>>>……,v1,用户明确表达
P-D04-01505,u0147,output_style,[ASR] 先结论后步骤 😅,v0,重复记录
P-D04-01506,u0025,meeting_minutes_format,麻烦 bullet　列表！！！,v1,仅本次例外
P-D04-01507,u0341,output_style,然后然后 简洁、少废话 #todo,v1,仅本次例外
P-D04-01508,u0311,output_style,help: 【祥细、带数据表格】！！！,v2,用户纠正
P-D04-01509,u0581,search_scope,我想想 办公软件/模板！！！,v2,重复记录
P-D04-01510,u0431,meeting_minutes_format,我想想 三段式：背景、决定、待办（口述）,v1,管理员导入旧偏好
P-D04-01511,u0314,output_style,[ASR] 先结论后步骤 [draft],v0,管理员导入旧偏好
P-D04-01512,u0076,search_scope,"嗯 仅本地知识库
cache=false！！！",v2,仅本次例外
P-D04-01513,u0070,emoji_policy,嗯 允许少量 emoji #todo,v2,用户纠正
P-D04-01514,u0415,emoji_policy,"然后然后 默认允许
cache=false [draft]",v0,仅本次例外
P-D04-01515,u0046,search_scope,稍等 办公软件/模板 😅,v1,仅本次例外
P-D04-01516,,answer_style,就是 先给结论，再给步骤……,v1,管理员导入旧偏好
P-D04-01517,u0413,output_style,啊 只给步骤 ～,v2,用户纠正
P-D04-01518,u0093,emoji_policy,[ASR]  允许少量　emoji（口述）,v3,仅本次例外
P-D04-01519,u0383,meeting_minutes_format,稍等 bullet 列表 @@@,v4,仅本次例外
P-D04-01520,u0269,meeting_minutes_format,就是 三段式：背景、决定、待办 #todo,v4,仅本次例外
P-D04-01521,u0622,answer_style,我想想 【短句回复】 <!-- cached -->,v1,管理员导入旧偏好
P-D04-01522,u0365,search_scope,嗯 <<<< 奇麟系统/驱动 >>>>（口述）,v2,用户纠正
P-D04-01523,u0779,meeting_minutes_format,啊  三段式：背景、决定、待办 #todo,v1,重复记录
P-D04-01524,u0546,answer_style,就是 祥细解释每一步原因……,v3,仅本次例外
P-D04-01525,u0076,answer_style,其实 短句回复 ENDEND,v4,用户明确表达
P-D04-01526,u0300,answer_style,其实 短句回复……,v3,仅本次例外
P-D04-01527,u0424,meeting_minutes_format,其实  bullet 列表 #todo,v4,仅本次例外
P-D04-01528,u0367,search_scope,那个 仅本地知识库 ～,v0,重复记录
P-D04-01529,u0034,search_scope,我想想 <p>仅本地知识库</p> #todo,v2,用户明确表达
P-D04-01530,u0083,privacy_policy,嗯　<<<< 敏感信息只用于本轮工具调用 >>>>！！！,v4,重复记录
P-D04-01531,u0077,emoji_policy,其实 纯文本！！！,v3,仅本次例外
P-D04-01532,u0549,meeting_minutes_format,稍等 三段式：背景、决定、待办,v3,用户纠正
P-D04-01533,u0104,output_style,help: 简洁、少废话,v4,管理员导入旧偏好
P-D04-01534,u0249,output_style,然后然后 先结论后步骤,v1,重复记录
P-D04-01535,u0634,output_style," 先结论后步骤

<!--done--> ENDEND",v3,用户明确表达
P-D04-01536,u0528,output_style,[ASR] 只给步骤 @@@,v3,用户明确表达
P-D04-01537,u0724,search_scope,啊 仅本地知识库 ENDEND,v2,用户明确表达
P-D04-01538,u0691,emoji_policy,麻烦 允许少量 emoji！！！,v0,重复记录
P-D04-01539,u0626,output_style,呃 先结论后步骤（口述）,v4,用户纠正
P-D04-01540,u0146,search_scope,我想想 仅本地知只库 ～,v0,重复记录
P-D04-01541,u0498,privacy_policy,啊 不保存测试手机号 <!-- cached -->,v3,仅本次例外
P-D04-01542,u0119,search_scope,呃 **仅本地知识库**（口述）,v2,用户明确表达
P-D04-01543,u0154,answer_style,呃 祥细解释每一步原因 ENDEND,v1,重复记录
P-D04-01544,u0501,emoji_policy,然后然后 允许少量 emoji 😅,v0,重复记录
P-D04-01545,u0726,output_style,我想想 详细、带数据表格 <!-- cached -->,v3,用户明确表达
P-D04-01546,u0754,output_style,稍等 先结论后步骤（口述）,v1,用户明确表达
P-D04-01547,u0785,search_scope,[ASR] 仅本地知只库！！！,v0,管理员导入旧偏好
P-D04-01548,u0391,meeting_minutes_format,啊 bullet　列表 @@@,v0,仅本次例外
P-D04-01549,u0109,answer_style,我想想 祥细解释每一步原因！！！,v0,管理员导入旧偏好
P-D04-01550,u0512,search_scope,其实 办公软件/模板（口述）,v3,仅本次例外
P-D04-01551,u0120,search_scope,然后然后 办公软件/模板 😅,v1,管理员导入旧偏好
P-D04-01552,u0761,emoji_policy,然后然后  【默认允许】 电话 13900001111 ENDEND,v0,重复记录
P-D04-01553,u0138,search_scope,麻烦 仅本地知识库 #todo,v3,重复记录
P-D04-01554,u0773,answer_style,就是 先给结论，再给步骤 😅,v2,用户明确表达
P-D04-01555,u0759,output_style,其实　先结论后步骤（口述）,v4,仅本次例外
